Permits,Pods,Year,Month,Well,x_2265,y_2265,x_2266,y_2266,total_dept,top_screen,bottom_scr,use_acft,days,cfd
[3277],"[14905409A, 14905409D]",2017,,14905409ACDC,2690023.4720726493,282803.1939861522,2690107.000000001,768776.0000000013,0.0,0.0,0.0,1.0739458810229738,365,128.16734952701574
[3277],"[14905409A, 14905409D]",2018,,14905409ACDC,2690023.4720726493,282803.1939861522,2690107.000000001,768776.0000000013,0.0,0.0,0.0,14.549026881818586,365,1736.3167423890893
[3277],"[14905409A, 14905409D]",1984,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,19.700284941822364,366,2344.656863567711
[3277],"[14905409A, 14905409D]",1985,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,19.449352177000886,365,2321.1336461100236
[3277],"[14905409A, 14905409D]",1986,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,18.330844883298024,365,2187.648227716334
[3277],"[14905409A, 14905409D]",1987,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,19.642666658368405,365,2344.2042729822674
[3277],"[14905409A, 14905409D]",1988,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,20.201083113862914,366,2404.2600558466356
[3277],"[14905409A, 14905409D]",1989,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,20.706597545717685,365,2471.1764084697597
[3277],"[14905409A, 14905409D]",1990,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,15.598213012593542,365,1861.5292022700676
[3277],"[14905409A, 14905409D]",1991,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,14.537238687389642,365,1734.9099101991585
[3277],"[14905409A, 14905409D]",1992,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,14.669077912805472,366,1745.8607483109463
[3277],"[14905409A, 14905409D]",1993,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,13.603561640357267,365,1623.4825891889386
[3277],"[14905409A, 14905409D]",1994,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,10.314332548162616,365,1230.9378788985302
[3277],"[14905409A, 14905409D]",1995,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,17.388360141271622,365,2075.169774667923
[3277],"[14905409A, 14905409D]",1996,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,11.300024097792127,366,1344.8881139339483
[3277],"[14905409A, 14905409D]",1997,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,8.023365151484422,365,957.5281808182505
[3277],"[14905409A, 14905409D]",2017,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,1.0739458810229738,365,128.16734952701574
[3277],"[14905409A, 14905409D]",2018,,14905409ADCC,2690682.38297468,282828.68910575495,2690766.000000001,768800.9999999902,50.0,35.0,50.0,14.549026881818586,365,1736.3167423890893
[719],[14905409DA2],1966,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,4.433333333333334,365,529.0849315068493
[719],[14905409DA2],1967,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,4.433333333333334,365,529.0849315068493
[719],[14905409DA2],1968,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,4.433333333333334,366,527.639344262295
[719],"[14905409DA1, 14905409DA2]",1970,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,15.366666666666667,365,1833.8958904109588
[719],[14905409DA1],1971,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,12.733333333333334,365,1519.627397260274
[719],[14905409DA1],1972,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,13.933333333333332,366,1658.2950819672128
[719],[14905409DA1],1973,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,9.333333333333334,365,1113.86301369863
[719],[14905409DA1],1974,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,9.333333333333334,365,1113.86301369863
[719],[14905409DA1],1975,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,12.700000000000001,365,1515.6493150684933
[719],[14905409DA1],1976,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,13.799999999999999,366,1642.4262295081967
[719],[14905409DA1],1977,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,13.799999999999999,365,1646.9260273972602
[719],[14905409DA1],1978,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,13.833333333333334,365,1650.9041095890411
[719],"[14905409DA1, 14905409DA2]",1979,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,6.133333333333333,365,731.9671232876713
[3277],"[14905409A, 14905409D]",1984,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,19.700284941822364,366,2344.656863567711
[3277],"[14905409A, 14905409D]",1985,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,19.449352177000886,365,2321.1336461100236
[3277],"[14905409A, 14905409D]",1986,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,18.330844883298024,365,2187.648227716334
[3277],"[14905409A, 14905409D]",1987,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,19.642666658368405,365,2344.2042729822674
[3277],"[14905409A, 14905409D]",1988,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,20.201083113862914,366,2404.2600558466356
[3277],"[14905409A, 14905409D]",1989,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,20.706597545717685,365,2471.1764084697597
[3277],"[14905409A, 14905409D]",1990,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,15.598213012593542,365,1861.5292022700676
[3277],"[14905409A, 14905409D]",1991,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,14.537238687389642,365,1734.9099101991585
[3277],"[14905409A, 14905409D]",1992,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,14.669077912805472,366,1745.8607483109463
[3277],"[14905409A, 14905409D]",1993,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,13.603561640357267,365,1623.4825891889386
[3277],"[14905409A, 14905409D]",1994,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,10.314332548162616,365,1230.9378788985302
[3277],"[14905409A, 14905409D]",1995,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,17.388360141271622,365,2075.169774667923
[3277],"[14905409A, 14905409D]",1996,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,11.300024097792127,366,1344.8881139339483
[3277],"[14905409A, 14905409D]",1997,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,8.023365151484422,365,957.5281808182505
[3277],"[14905409A, 14905409D]",2017,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,1.0739458810229738,365,128.16734952701574
[3277],"[14905409A, 14905409D]",2018,,14905409DABA,2691014.587270358,282511.973776655,2691097.9999999995,768483.9999999998,60.0,45.0,60.0,14.549026881818586,365,1736.3167423890893
[719],[14905409DA2],1966,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,4.433333333333334,365,529.0849315068493
[719],[14905409DA2],1967,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,4.433333333333334,365,529.0849315068493
[719],[14905409DA2],1968,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,4.433333333333334,366,527.639344262295
[719],"[14905409DA1, 14905409DA2]",1970,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,15.366666666666667,365,1833.8958904109588
[719],[14905409DA1],1971,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,12.733333333333334,365,1519.627397260274
[719],[14905409DA1],1972,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,13.933333333333332,366,1658.2950819672128
[719],[14905409DA1],1973,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,9.333333333333334,365,1113.86301369863
[719],[14905409DA1],1974,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,9.333333333333334,365,1113.86301369863
[719],[14905409DA1],1975,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,12.700000000000001,365,1515.6493150684933
[719],[14905409DA1],1976,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,13.799999999999999,366,1642.4262295081967
[719],[14905409DA1],1977,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,13.799999999999999,365,1646.9260273972602
[719],[14905409DA1],1978,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,13.833333333333334,365,1650.9041095890411
[719],"[14905409DA1, 14905409DA2]",1979,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,6.133333333333333,365,731.9671232876713
[3277],"[14905409A, 14905409D]",1984,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,19.700284941822364,366,2344.656863567711
[3277],"[14905409A, 14905409D]",1985,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,19.449352177000886,365,2321.1336461100236
[3277],"[14905409A, 14905409D]",1986,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,18.330844883298024,365,2187.648227716334
[3277],"[14905409A, 14905409D]",1987,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,19.642666658368405,365,2344.2042729822674
[3277],"[14905409A, 14905409D]",1988,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,20.201083113862914,366,2404.2600558466356
[3277],"[14905409A, 14905409D]",1989,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,20.706597545717685,365,2471.1764084697597
[3277],"[14905409A, 14905409D]",1990,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,15.598213012593542,365,1861.5292022700676
[3277],"[14905409A, 14905409D]",1991,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,14.537238687389642,365,1734.9099101991585
[3277],"[14905409A, 14905409D]",1992,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,14.669077912805472,366,1745.8607483109463
[3277],"[14905409A, 14905409D]",1993,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,13.603561640357267,365,1623.4825891889386
[3277],"[14905409A, 14905409D]",1994,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,10.314332548162616,365,1230.9378788985302
[3277],"[14905409A, 14905409D]",1995,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,17.388360141271622,365,2075.169774667923
[3277],"[14905409A, 14905409D]",1996,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,11.300024097792127,366,1344.8881139339483
[3277],"[14905409A, 14905409D]",1997,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,8.023365151484422,365,957.5281808182505
[3277],"[14905409A, 14905409D]",2017,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,1.0739458810229738,365,128.16734952701574
[3277],"[14905409A, 14905409D]",2018,,14905409DACB,2690711.1243725307,281843.8147062204,2690794.0,767816.0000000078,0.0,0.0,0.0,14.549026881818586,365,1736.3167423890893
[719],[14905409DA2],1966,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,4.433333333333334,365,529.0849315068493
[719],[14905409DA2],1967,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,4.433333333333334,365,529.0849315068493
[719],[14905409DA2],1968,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,4.433333333333334,366,527.639344262295
[719],"[14905409DA1, 14905409DA2]",1970,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,15.366666666666667,365,1833.8958904109588
[719],[14905409DA1],1971,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,12.733333333333334,365,1519.627397260274
[719],[14905409DA1],1972,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,13.933333333333332,366,1658.2950819672128
[719],[14905409DA1],1973,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,9.333333333333334,365,1113.86301369863
[719],[14905409DA1],1974,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,9.333333333333334,365,1113.86301369863
[719],[14905409DA1],1975,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,12.700000000000001,365,1515.6493150684933
[719],[14905409DA1],1976,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,13.799999999999999,366,1642.4262295081967
[719],[14905409DA1],1977,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,13.799999999999999,365,1646.9260273972602
[719],[14905409DA1],1978,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,13.833333333333334,365,1650.9041095890411
[719],"[14905409DA1, 14905409DA2]",1979,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,6.133333333333333,365,731.9671232876713
[3277],"[14905409A, 14905409D]",1984,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,19.700284941822364,366,2344.656863567711
[3277],"[14905409A, 14905409D]",1985,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,19.449352177000886,365,2321.1336461100236
[3277],"[14905409A, 14905409D]",1986,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,18.330844883298024,365,2187.648227716334
[3277],"[14905409A, 14905409D]",1987,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,19.642666658368405,365,2344.2042729822674
[3277],"[14905409A, 14905409D]",1988,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,20.201083113862914,366,2404.2600558466356
[3277],"[14905409A, 14905409D]",1989,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,20.706597545717685,365,2471.1764084697597
[3277],"[14905409A, 14905409D]",1990,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,15.598213012593542,365,1861.5292022700676
[3277],"[14905409A, 14905409D]",1991,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,14.537238687389642,365,1734.9099101991585
[3277],"[14905409A, 14905409D]",1992,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,14.669077912805472,366,1745.8607483109463
[3277],"[14905409A, 14905409D]",1993,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,13.603561640357267,365,1623.4825891889386
[3277],"[14905409A, 14905409D]",1994,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,10.314332548162616,365,1230.9378788985302
[3277],"[14905409A, 14905409D]",1995,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,17.388360141271622,365,2075.169774667923
[3277],"[14905409A, 14905409D]",1996,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,11.300024097792127,366,1344.8881139339483
[3277],"[14905409A, 14905409D]",1997,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,8.023365151484422,365,957.5281808182505
[3277],"[14905409A, 14905409D]",2017,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,1.0739458810229738,365,128.16734952701574
[3277],"[14905409A, 14905409D]",2018,,14905409DACD,2691052.3280611807,281527.10585190466,2691134.9999999995,767498.9999999988,0.0,0.0,0.0,14.549026881818586,365,1736.3167423890893
"[1563, 1795, 2497, 3095, 3188]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1979,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,28.090056900803653,365,3352.33665369591
"[1563, 1795, 2497, 3095, 3188]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1980,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,33.47876232715415,366,3984.5215491006416
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1981,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,32.446800666436125,365,3872.28119734235
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1982,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,33.441227652808045,365,3990.958565907722
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1983,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,30.622578331828976,365,3654.5740058478636
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1984,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,32.83933594612085,366,3908.4193273579895
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1985,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,36.844085217075474,365,4397.063978235089
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1986,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,38.1840054084057,365,4556.973357781239
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1987,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,38.23229568165613,365,4562.736438062852
"[1563, 1795, 2497, 3095, 3188, 3490]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1988,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,38.82963149162961,366,4621.362698839852
"[1563, 1795, 2497, 3095, 3188, 3490, 4044]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1989,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,37.913837106419436,365,4524.730806453783
"[1563, 1795, 2497, 3095, 3188, 3490, 4044]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1990,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,46.99298765947159,365,5608.259020401595
"[1563, 1795, 2497, 3095, 3188, 3490, 4044]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1991,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,48.602290518670145,365,5800.317191762388
"[1563, 1795, 2497, 3095, 3188, 3490, 4044]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1992,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,45.30090753275614,366,5391.550634226386
"[1563, 1795, 2497, 3095, 3188, 3490, 4044]","[15005402B, 15005403DA, 15005403DD, 15005410AA, 15005411BB, 15105423AC, 15105423ADB, 15105423ADD, 15105423C, 15105423DA, 15105423DC, 15105428C, 15105433A, 15105433D, 15105435D]",1993,,15005402BB,2696424.592342208,322403.0422790274,2696539.000000001,808376.0000000033,44.0,32.0,44.0,49.53387905114043,365,5911.495264295007
