start_datetime,transh_grpid:2_k:2_i:99_j:113,transh_grpid:3_k:2_i:92_j:97,transh_grpid:5_k:2_i:100_j:98,transh_grpid:6_k:2_i:115_j:122,transh_grpid:7_k:2_i:108_j:114,transh_grpid:8_k:0_i:115_j:110,transh_grpid:9_k:2_i:108_j:98,transh_grpid:11_k:2_i:116_j:99,transh_grpid:12_k:0_i:124_j:114,transh_grpid:13_k:2_i:124_j:103,transh_grpid:14_k:2_i:93_j:96,transh_grpid:15_k:2_i:94_j:97,transh_grpid:16_k:2_i:99_j:93,transh_grpid:17_k:0_i:98_j:93,transh_grpid:17_k:1_i:98_j:93,transh_grpid:17_k:2_i:98_j:93,transh_grpid:18_k:0_i:98_j:97,transh_grpid:18_k:1_i:98_j:97,transh_grpid:19_k:2_i:98_j:96,transh_grpid:22_k:2_i:99_j:97,transh_grpid:26_k:2_i:100_j:74,transh_grpid:27_k:2_i:99_j:82,transh_grpid:28_k:0_i:92_j:68,transh_grpid:29_k:0_i:94_j:50,transh_grpid:32_k:2_i:108_j:75,transh_grpid:33_k:2_i:107_j:83,transh_grpid:34_k:2_i:101_j:97,transh_grpid:35_k:2_i:100_j:91,transh_grpid:36_k:2_i:104_j:93,transh_grpid:37_k:2_i:107_j:91,transh_grpid:38_k:2_i:112_j:84,transh_grpid:41_k:2_i:108_j:74,transh_grpid:42_k:0_i:111_j:74,transh_grpid:44_k:0_i:113_j:67,transh_grpid:45_k:0_i:109_j:58,transh_grpid:47_k:2_i:117_j:81,transh_grpid:48_k:2_i:116_j:83,transh_grpid:49_k:2_i:119_j:86,transh_grpid:51_k:2_i:120_j:91,transh_grpid:59_k:0_i:108_j:43,transh_grpid:60_k:0_i:109_j:27,transh_grpid:62_k:2_i:51_j:96,transh_grpid:63_k:2_i:60_j:97,transh_grpid:64_k:2_i:59_j:104,transh_grpid:65_k:2_i:67_j:104,transh_grpid:66_k:0_i:69_j:104,transh_grpid:67_k:0_i:70_j:102,transh_grpid:68_k:0_i:71_j:99,transh_grpid:69_k:0_i:75_j:97,transh_grpid:71_k:2_i:75_j:104,transh_grpid:72_k:2_i:76_j:97,transh_grpid:73_k:2_i:88_j:97,transh_grpid:74_k:2_i:92_j:101,transh_grpid:75_k:2_i:91_j:105,transh_grpid:76_k:2_i:83_j:107,transh_grpid:77_k:2_i:91_j:113,transh_grpid:78_k:2_i:46_j:96,transh_grpid:80_k:2_i:47_j:80,transh_grpid:81_k:2_i:50_j:80,transh_grpid:82_k:2_i:51_j:80,transh_grpid:83_k:0_i:52_j:80,transh_grpid:83_k:2_i:52_j:80,transh_grpid:84_k:2_i:51_j:63,transh_grpid:85_k:2_i:52_j:69,transh_grpid:86_k:2_i:55_j:73,transh_grpid:87_k:2_i:54_j:88,transh_grpid:88_k:2_i:60_j:93,transh_grpid:90_k:2_i:63_j:90,transh_grpid:93_k:2_i:64_j:89,transh_grpid:95_k:2_i:60_j:88,transh_grpid:96_k:0_i:61_j:81,transh_grpid:98_k:2_i:68_j:89,transh_grpid:99_k:2_i:60_j:80,transh_grpid:100_k:2_i:60_j:74,transh_grpid:101_k:0_i:67_j:74,transh_grpid:102_k:2_i:60_j:66,transh_grpid:103_k:2_i:62_j:67,transh_grpid:106_k:2_i:62_j:63,transh_grpid:107_k:2_i:60_j:58,transh_grpid:108_k:2_i:68_j:58,transh_grpid:109_k:0_i:68_j:54,transh_grpid:110_k:0_i:72_j:58,transh_grpid:111_k:0_i:74_j:57,transh_grpid:112_k:2_i:68_j:62,transh_grpid:113_k:2_i:70_j:63,transh_grpid:114_k:0_i:71_j:61,transh_grpid:115_k:0_i:74_j:61,transh_grpid:116_k:0_i:74_j:66,transh_grpid:116_k:2_i:74_j:66,transh_grpid:118_k:2_i:68_j:69,transh_grpid:119_k:2_i:68_j:74,transh_grpid:121_k:0_i:68_j:85,transh_grpid:121_k:2_i:68_j:85,transh_grpid:122_k:2_i:68_j:97,transh_grpid:123_k:0_i:75_j:89,transh_grpid:123_k:2_i:75_j:89,transh_grpid:124_k:0_i:76_j:95,transh_grpid:124_k:2_i:76_j:95,transh_grpid:126_k:0_i:80_j:97,transh_grpid:126_k:2_i:80_j:97,transh_grpid:127_k:0_i:76_j:82,transh_grpid:127_k:2_i:76_j:82,transh_grpid:129_k:2_i:77_j:78,transh_grpid:130_k:2_i:82_j:82,transh_grpid:132_k:0_i:90_j:59,transh_grpid:133_k:0_i:90_j:70,transh_grpid:134_k:0_i:90_j:69,transh_grpid:136_k:2_i:91_j:82,transh_grpid:137_k:2_i:84_j:97,transh_grpid:138_k:2_i:92_j:90,transh_grpid:140_k:0_i:61_j:41,transh_grpid:141_k:0_i:67_j:25,transh_grpid:159_k:0_i:74_j:13,transh_grpid:163_k:0_i:76_j:13,transh_grpid:165_k:0_i:76_j:14,transh_grpid:166_k:0_i:77_j:16,transh_grpid:167_k:0_i:76_j:17,transh_grpid:168_k:0_i:73_j:26,transh_grpid:169_k:0_i:76_j:48,transh_grpid:170_k:0_i:76_j:42,transh_grpid:171_k:0_i:78_j:42,transh_grpid:172_k:0_i:80_j:34,transh_grpid:173_k:0_i:81_j:34,transh_grpid:182_k:0_i:79_j:16,transh_grpid:187_k:0_i:77_j:14,transh_grpid:189_k:0_i:80_j:17,transh_grpid:193_k:0_i:84_j:14,transh_grpid:204_k:0_i:86_j:15,transh_grpid:208_k:0_i:92_j:35,transh_grpid:209_k:0_i:92_j:39,transh_grpid:210_k:0_i:92_j:43,transh_grpid:212_k:2_i:26_j:69,transh_grpid:213_k:2_i:28_j:79,transh_grpid:214_k:2_i:34_j:69,transh_grpid:215_k:1_i:43_j:69,transh_grpid:215_k:2_i:43_j:69,transh_grpid:216_k:2_i:43_j:69,transh_grpid:217_k:2_i:43_j:69,transh_grpid:218_k:2_i:38_j:80,transh_grpid:219_k:2_i:42_j:80,transh_grpid:220_k:0_i:7_j:53,transh_grpid:220_k:2_i:7_j:53,transh_grpid:221_k:2_i:13_j:63
2004-11-01,1376.3612310405645,1459.2070912698412,1459.5170388007054,1376.1597120811286,1376.1539744268077,1435.6006525257194,1445.7984556878305,1376.148944223986,,1375.979968253968,1459.3944863315696,1459.322017195767,1459.4815451940037,,,,,,,,1462.25958686067,1460.2419080687832,1469.1840017636684,1468.1640253527337,,1459.5572076719577,,,1459.478527557319,,,1460.3380379188714,,,,,1421.191708333333,,1378.411715388007,1468.3531973104057,1456.887984567901,1462.9113970458554,1467.756353395062,1464.9899041005292,1462.4247048059965,,,,,1461.0066256613757,,1459.6046655643738,1457.4852846316066,1447.2577220017636,1460.314457010582,1376.3217731481482,1462.5193470017634,1460.5546973104058,1460.912386904762,1460.9188926366842,1501.6339257054676,1461.0071671075837,1460.9467407407408,1460.5036984126987,1460.838874118166,1461.5019424603177,1462.7788423721338,,1461.3300559964728,1461.5568805114638,,1461.4034938271607,1461.2623123897708,1461.0590504850086,1473.6586075837743,1467.1162585978834,,,1467.4539722222223,1467.4375343915344,1469.6841990740743,1467.190953483245,,1467.5330288800703,,,,1466.7015714285712,1466.7317848324517,1466.851455467372,1466.9167577160492,1470.790267857143,1461.4669753086418,1462.0181179453264,1475.0713258377425,1460.1804270282187,1470.5964600970017,1460.893319664903,1472.4052244268075,1460.3784578924162,1466.8970487213403,1460.9448379629628,,1460.4334704585538,,,,1460.1486457231042,1460.0219067460318,1459.7663758818342,,,,,1462.665102733686,1461.58635824515,,1466.010104717813,1466.1314356261023,1466.6509647887324,1466.852069664903,,,1461.7764027149321,,,,,,,,,,,1473.3700224867723,1459.9268342151674,1454.9627258497317,,1460.3040717460317,1460.4692048059965,1490.0177339065256,1456.3507590388006,1456.495484126984
2004-12-01,1376.4354724111868,1460.7766579743009,1460.6260959939532,1376.2031817838247,1376.230395313681,1435.5974968211767,1445.863248866213,1376.19124281935,,1376.0300718065002,1460.6425204081634,1460.5998635676492,1460.563437452759,,,,,,,,1462.887835600907,1461.2468505291006,1468.9520136054423,1468.0750470521539,,1460.5613246409675,,,1460.5313505291006,,,1461.2023023431598,,,,,1421.6596256613755,,1378.6076075207861,1467.955414399093,1456.7650555555556,1463.6439461451248,1468.0667001133786,1465.4121139455783,1463.208316515495,,,,,1461.9152067271355,,1460.9013894557822,1457.44256227758,1447.388302532124,1461.3097813681027,1376.4084143990929,1463.2736171579743,1461.4083221844294,1461.7396925547996,1461.760906084656,1501.7284461451247,1461.8571931216932,1461.6242668178381,1461.3268382464096,1461.681586356765,1462.3091097883596,1463.49733994709,,1462.1670313681027,1462.374927059713,,1462.2694270597126,1462.1106468253968,1461.8895629251701,1473.6233567649283,1467.2250209750566,,,1467.4838121693124,1467.453619047619,1469.5269480347695,1467.1441048752833,,1467.5364098639454,,,,1466.7500650037794,1466.7666810279666,1467.0184977324263,1467.113877362056,1470.7468573318217,1462.3395079365077,1462.8310523431596,1474.855664021164,1461.2974178004536,1470.4710198412697,1461.8263715041571,1472.1888325774753,1461.3541147014362,1466.706375472411,1461.882788170824,,1461.3986375661377,,,,1461.1563807634166,1461.0863119803475,1460.8761978458049,,,,,1462.6672188208618,1461.6128017762662,,1465.9373123582768,1466.0152705971277,1466.6612464788732,1466.7002207105063,,,1461.8485341176472,,,,,,,,,,,1473.0630351473922,1460.737016628874,1454.9934503577817,,1460.9555267724868,1461.3002431972789,1489.945958994709,1456.9580840891913,1457.1046303854876
2005-01-01,1376.4660714285715,1461.2032142857145,1461.0738492063495,1376.2516666666668,1376.2746825396825,1435.5942359264823,1445.8936706349205,1376.2213690476192,,1376.0676984126985,1461.0654365079365,1461.0184523809523,1461.017876984127,1471.5102040816328,1463.696875,1456.9938775510204,1466.6114285714286,1463.948775510204,1456.8738775510205,1456.8030612244897,1463.1607936507937,1461.6840674603177,1468.8256349206347,1468.0302182539683,,1460.9993650793651,1456.8248936170212,,1460.9838293650791,,,1461.579722222222,,,,,1422.0170833333332,,1378.6847023809523,1467.8467658730158,1456.645277777778,1463.9965277777776,1468.23001984127,1465.6344642857143,1463.5762896825397,,,,,1462.3279761904764,,1461.313273809524,1457.3962277580072,1447.3822817460318,1461.7504563492064,1376.45751984127,1463.6398412698413,1461.811646825397,1462.1220039682541,1462.1449007936508,1501.718988095238,1462.2448412698411,1461.9231746031744,1461.7136904761903,1462.0683928571427,1462.6850198412699,1463.8332738095237,,1462.5513492063494,1462.7532142857142,,1462.6629761904762,1462.494900793651,1462.2720039682538,1473.6691666666668,1467.2380753968253,,,1467.4655555555555,1467.437896825397,1469.3699801587304,1467.0920436507936,,1467.5185515873015,,,,1466.7663095238097,1466.7729365079365,1467.0675793650794,1467.16751984127,1470.7001785714285,1462.7347222222222,1463.2096626984126,1474.7076984126984,1462.0566071428573,1470.3575595238096,1462.242619047619,1472.0166666666667,1461.7806944444446,1466.6769642857143,1462.3025595238096,,1461.824246031746,,,,1461.5923214285715,1461.5152976190475,1461.314027777778,,,,,1462.5510317460319,1461.534027777778,,1465.8925198412699,1465.982380952381,1466.671870892019,1466.6584523809522,,,1461.7807242114238,,,,,,,,,,,1472.598888888889,1461.1219444444444,1455.0251990161003,,1461.2613714285715,1461.685496031746,1489.6509325396826,1457.277757936508,1457.4276984126984
2005-02-01,1376.4976530612246,1461.3029591836735,1461.2344217687073,1376.3022448979593,1376.3168707482994,1435.5909750317883,1445.9107482993197,1376.2591836734694,,1376.1014965986394,1461.179863945578,1461.1244897959184,1461.1951700680272,1471.5102040816328,1463.696875,1456.9938775510204,1466.6114285714286,1463.948775510204,1456.8738775510205,1456.8030612244897,1463.3351700680273,1461.879761904762,1468.82768707483,1468.0522789115644,,1461.2012925170066,1456.8248936170212,,1461.1797619047618,,,1461.768231292517,,,,,1422.2842857142857,,1378.7045918367346,1467.979829931973,1456.5416666666667,1464.1805442176872,1468.352925170068,1465.7997959183674,1463.760544217687,,,,,1462.527448979592,,1461.4129591836734,1457.349893238434,1447.2908843537416,1461.942074829932,1376.4914965986395,1463.828231292517,1462.0151360544216,1462.325136054422,1462.3397619047619,1501.6938775510205,1462.439761904762,1462.0544557823127,1461.9189795918367,1462.267448979592,1462.8797619047618,1464.0128571428572,,1462.742074829932,1462.9459183673468,,1462.855918367347,1462.6897619047618,1462.4751360544217,1473.8689795918367,1467.236156462585,,,1467.4361904761906,1467.4230952380954,1469.247074829932,1467.080782312925,,1467.516156462585,,,,1466.7976530612248,1466.7999659863947,1467.1014965986394,1467.2014965986393,1470.6869387755103,1462.9297619047618,1463.398231292517,1474.6761904761904,1462.255918367347,1470.2685714285715,1462.4359183673469,1471.889387755102,1461.9720748299321,1466.9066326530613,1462.4959183673468,,1462.019761904762,,,,1461.7859183673468,1461.6652040816327,1461.4744217687075,,,,,1462.3955782312923,1461.4186054421768,,1465.893843537415,1466.0191836734696,1466.6824953051644,1466.7137755102042,,,1461.6314782608695,,,,,,,,,,,1472.0768027210884,1461.3251360544216,1455.0569476744188,,1461.5518857142858,1461.8928231292516,1489.1959523809523,1457.5089455782313,1457.6589455782312
2005-03-01,1376.526224489796,1461.3886734693876,1461.3753741496598,1376.3479591836735,1376.3549659863945,1435.5880297075482,1445.9259863945579,1376.293469387755,,1376.1319727891157,1461.278911564626,1461.215918367347,1461.3513605442176,1471.5102040816328,1463.696875,1456.9938775510204,1466.6114285714286,1463.948775510204,1456.8738775510205,1456.8030612244897,1463.4913605442175,1462.0530952380952,1468.8314965986394,1468.073231292517,,1461.3803401360544,1456.8248936170212,,1461.353095238095,,,1461.9358503401359,,,,,1422.5242857142855,,1378.7217346938776,1468.1036394557825,1456.4483333333335,1464.3443537414964,1468.4634013605441,1465.9483673469388,1463.9243537414966,,,,,1462.7045918367346,,1461.4986734693878,1457.3080427046264,1447.2070748299318,1462.1115986394557,1376.5219727891156,1463.995850340136,1462.1960884353741,1462.506088435374,1462.5130952380953,1501.6710204081635,1462.6130952380952,1462.1706462585032,1462.101836734694,1462.4445918367346,1463.0530952380952,1464.1728571428573,,1462.9115986394559,1463.1173469387754,,1463.0273469387757,1462.8630952380952,1462.6560884353742,1474.0518367346938,1467.2342517006803,,,1467.409523809524,1467.4097619047618,1469.1365986394558,1467.0712585034014,,1467.5142517006802,,,,1466.826224489796,1466.8247278911565,1467.131972789116,1467.2319727891156,1470.6755102040815,1463.103095238095,1463.565850340136,1474.6495238095235,1462.4273469387756,1470.1885714285713,1462.6073469387752,1471.7751020408164,1462.1415986394559,1467.1180612244898,1462.6673469387756,,1462.193095238095,,,,1461.9573469387756,1461.7966326530611,1461.6153741496598,,,,,1462.25462585034,1461.313843537415,,1465.8957482993198,1466.053469387755,1466.6920915492956,1466.7652040816326,,,1461.5123613396004,,,,,,,,,,,1471.6044217687074,1461.5060884353743,1455.0856238819322,,1461.8142857142857,1462.0775850340137,1488.782619047619,1457.7165646258504,1457.86656462585
2005-04-01,1376.557857142857,1461.4835714285714,1461.5314285714287,1376.3985714285714,1376.3971428571429,1435.584768812854,1445.9428571428573,1376.3314285714284,,1376.1657142857143,1461.3885714285714,1461.3171428571432,1461.5242857142855,1471.5102040816328,1463.696875,1456.9938775510204,1466.6114285714286,1463.948775510204,1456.8738775510205,1456.8030612244897,1463.6642857142858,1462.245,1468.8357142857142,1468.0964285714285,,1461.5785714285712,1456.8248936170212,,1461.5449999999998,,,1462.1214285714289,,,,,1422.79,,1378.7407142857144,1468.2407142857146,1456.345,1464.5257142857142,1468.5857142857142,1466.1128571428571,1464.1057142857142,,,,,1462.9007142857142,,1461.5935714285713,1457.2617081850535,1447.1142857142854,1462.2992857142858,1376.5557142857142,1464.1814285714283,1462.3964285714285,1462.7064285714287,1462.7050000000002,1501.6457142857143,1462.805,1462.2992857142858,1462.304285714286,1462.6407142857142,1463.2450000000001,1464.35,,1463.0992857142855,1463.3071428571427,,1463.2171428571428,1463.055,1462.8564285714285,1474.2542857142857,1467.2321428571427,,,1467.38,1467.3950000000002,1469.0142857142857,1467.0607142857143,,1467.5121428571429,,,,1466.8578571428573,1466.852142857143,1467.1657142857146,1467.2657142857142,1470.662857142857,1463.2949999999998,1463.7514285714285,1474.62,1462.6171428571429,1470.1,1462.797142857143,1471.6485714285714,1462.3292857142856,1467.352142857143,1462.8571428571427,,1462.385,,,,1462.1471428571426,1461.942142857143,1461.7714285714285,,,,,1462.0985714285714,1461.1978571428574,,1465.8978571428572,1466.0914285714284,1466.7027159624413,1466.8221428571428,,,1461.335956521739,,,,,,,,,,,1471.0814285714284,1461.7064285714287,1455.1173725402505,,1462.1048,1462.282142857143,1488.3249999999998,1457.9464285714287,1458.0964285714285
2005-05-01,1376.598481292517,1461.3541105442175,1461.571052154195,1376.434086734694,1376.4408361678006,1435.581613108311,1445.9869178004535,1376.376794217687,,1376.2079189342405,1461.2895073696143,1461.081256802721,1461.5838032879817,1471.5102040816328,1463.696875,1456.9938775510204,1466.6114285714286,1463.948775510204,1456.8738775510205,1456.8030612244897,1463.8494699546486,1462.3598253968255,1469.0563752834464,1468.2128973922904,,1461.715054988662,1456.8248936170212,,1461.6211587301589,,,1462.2919291383218,,,,,1423.0084761904761,,1378.7573554421767,1468.7325300453515,1456.2844722222221,1464.6858038548753,1468.7039665532877,1466.2603027210887,1464.2343871882085,,,,,1463.0235340136055,,1461.497943877551,1457.2168683274022,1447.068910430839,1462.3940334467118,1376.5979189342402,1464.3470958049884,1462.5659092970523,1462.8710759637188,1462.872992063492,1501.6219149659862,1462.9705753968256,1462.4198628117915,1462.472930272109,1462.8046173469388,1463.4033253968255,1464.490011904762,,1463.2423667800454,1463.4493877551022,,1463.3497210884354,1463.2036587301588,1463.0186592970522,1474.6235136054422,1467.2692290249433,,,1467.3820396825397,1467.4226031746032,1468.9129501133789,1467.0890617913833,,1467.5516456916098,,,,1466.9057312925172,1466.913772675737,1467.253835600907,1467.3562522675736,1470.70412414966,1463.4315753968256,1463.8832624716554,1474.7742896825396,1462.7352210884353,1470.040869047619,1462.9079710884355,1471.6407414965986,1462.4361167800453,1467.6363282312925,1462.9728044217686,,1462.4974087301587,,,,1462.2579710884354,1462.0028639455782,1461.8062188208617,,,,,1461.957447845805,1461.0722630385487,,1465.98160430839,1466.2407108843538,1466.7129976525823,1467.0194829931972,,,1461.1749030552294,,,,,,,,,,,1470.6822148526076,1461.875909297052,1455.1480970483003,,1462.3442795238095,1462.4523679138322,1488.1656984126982,1458.1380362811792,1458.2904529478458
2005-06-01,1376.678511904762,1460.0609325396827,1460.8273333333334,1376.521146825397,1376.529091269841,1435.5783522136169,1446.0428373015873,1376.5155912698415,,1376.3475595238094,1460.2522023809527,1459.8630833333334,1460.856146825397,1471.5102040816328,1463.696875,1456.9938775510204,1466.6114285714286,1463.948775510204,1456.8738775510205,1456.8030612244897,1463.7467341269842,1461.8234761904762,1469.5953253968253,1468.4387896825397,,1461.2815119047618,1456.8248936170212,,1460.9391587301589,,,1462.087757936508,,,,,1422.37273015873,,1378.8069484126984,1469.5241547619046,1456.3580357142855,1464.4630396825398,1468.6910674603175,1466.166880952381,1463.7279484126984,,,,,1462.2703253968252,,1460.2613531746033,1457.170533807829,1447.1273253968252,1461.5920753968253,1376.702130952381,1464.1286547619047,1462.2414285714285,1462.5126428571427,1462.523134920635,1501.5753095238097,1462.611615079365,1462.3247539682538,1462.159591269841,1462.4266071428572,1463.0150873015873,1464.0803690476191,,1462.5988531746032,1462.92526984127,,1462.5293809523807,1462.7160238095237,1462.6038849206348,1475.1090396825396,1465.520857142857,,,1467.1010714285715,1467.2001904761903,1468.9443015873014,1467.2188611111112,,1467.316123015873,,,,1466.954023809524,1466.997107142857,1465.1730396825399,1464.4854484126984,1470.8072817460318,1462.6425515873016,1463.2263928571426,1475.1947579365078,1461.712642857143,1470.1075436507936,1461.6514166666668,1471.9504603174605,1460.8077380952382,1467.8761388888888,1462.0907103174604,,1461.6330992063492,,,,1461.599765873016,1460.7790317460317,1460.892738095238,,,,,1461.8552894736843,1460.9114285714286,,1466.193261904762,1466.5288492063492,1466.7236220657278,1467.363365079365,,,1461.0789538043477,,,,,,,,,,,1470.6807738095238,1461.6321269841271,1455.1798457066188,,1462.0871768292682,1462.143863821138,1488.7448211382114,1458.2406666666668,1458.3922012195121
2005-07-01,1376.7633333333333,1456.6354365079364,1458.143452380952,1376.6566865079365,1376.637123015873,1435.5751965090742,1446.0021031746032,1376.692599206349,,1376.5225595238094,1457.2724404761905,1456.946726190476,1458.1937103174605,1471.3469387755101,1463.3959375,1455.7418367346938,1466.5185714285715,1463.9283673469388,1455.621836734694,1455.554081632653,1462.6334325396824,1459.6016071428571,1469.8912103174603,1468.4597222222221,,1459.3360119047618,1455.8155319148934,,1458.4013293650794,,,1460.7670039682537,,,,,1419.5869246031748,,1378.8800396825397,1469.621726190476,1456.5450595238096,1463.1811507936509,1468.3029563492062,1465.4123214285717,1461.4774206349207,,,,,1459.293234126984,,1456.7342063492065,1455.9802484748348,1447.2064484126981,1458.5525198412697,1376.8318452380954,1462.8523214285713,1460.5509523809524,1460.7091071428572,1460.6850198412699,1501.4976785714284,1460.754742063492,1461.5191865079364,1460.5298015873016,1460.5285714285712,1461.060972222222,1462.0644642857144,,1459.6056944444442,1460.4512301587301,,1458.9945238095238,1460.4050595238093,1460.5402579365077,1475.017996031746,1461.2586904761906,,,1466.2769642857143,1466.462619047619,1469.1525198412699,1467.3640079365077,,1466.5069246031746,,,,1466.8647023809526,1466.8873809523807,1457.9505555555554,1454.8183134920632,1470.8148015873014,1459.2525198412698,1460.352380952381,1475.3992658730158,1457.9319642857145,1470.3031349206349,1457.378392857143,1472.4208134920634,1455.6956547619047,1467.7120039682538,1458.7052777777778,,1458.3685317460317,,,,1458.955615079365,1456.7302182539684,1457.8023214285715,,,,,1461.7736811594202,1460.7682738095239,,1466.287916666667,1466.6431746031747,1466.7339037558684,1467.4318253968256,,,1460.9843546195652,,,,,,,,,,,1471.1298809523807,1460.2619444444442,1455.2105702146691,,1460.5620269133724,1460.5355634987384,1489.6805677039529,1458.1079310344828,1458.2353742640876
2005-08-01,1376.6837321428573,1451.0350119047619,1452.6010714285715,1376.4927261904763,1376.5360476190476,1435.5719356143798,1445.8093511904763,1376.4991369047618,,1376.3069761904762,1451.5844761904764,1451.263964285714,1452.7296011904762,1470.7133112244899,1462.2599985119048,1451.66393707483,1466.1222976190477,1463.8081267006803,1451.5620085034016,1451.492787414966,1459.7507797619046,1454.7400000000002,1469.47475,1467.9708214285715,,1454.935767857143,1451.936999366768,,1453.0742500000001,,,1457.507880952381,,,,,1415.518607142857,,1378.7678392857144,1468.9373035714286,1456.6859642857141,1460.3722202380955,1467.3276904761904,1463.7230892857144,1456.9823273809523,,,,,1453.7759285714285,,1450.8293511904762,1451.3309781392986,1447.152523809524,1452.783136904762,1376.7361785714286,1460.0373333333334,1456.9584047619048,1456.917035714286,1456.811017857143,1501.4405714285715,1456.8569226190477,1459.3288928571428,1457.0406904761905,1456.5699345238095,1457.0039404761906,1457.9731904761904,,1453.802511904762,1455.4792142857143,,1452.5174166666666,1455.7117559523808,1456.243476190476,1473.8799285714288,1458.4141666666665,,,1465.4151845238096,1465.7442916666666,1469.3241785714283,1467.2929761904763,,1465.714886904762,,,,1466.426630952381,1466.3175059523812,1449.0068214285714,1443.4622023809525,1470.5921428571428,1453.0329821428572,1454.9078511904763,1474.9679166666667,1451.7279821428572,1470.45875,1451.129023809524,1472.6522202380952,1449.239113095238,1466.8209761904764,1452.7653988095237,,1452.5575535714286,,,,1453.6080535714284,1450.5550476190476,1452.1256607142857,,,,,1461.6871738721807,1460.7571071428572,,1466.0183571428572,1466.380494047619,1466.7445281690138,1467.0134464285716,,,1460.8897954931972,,,,,,,,,,,1471.7859345238096,1457.2197738095238,1455.2139051345941,,1457.3385275842045,1457.1861898954703,1490.1535621370501,1457.2375297619046,1457.3078080720093
2005-09-01,1376.3765119047619,1449.8580297619048,1450.6289583333335,1376.0924464285713,1376.2007261904762,1435.5686747196855,1445.618494047619,1376.0609821428573,,1375.8595476190474,1449.982166666667,1449.7215297619048,1450.7572083333334,1469.9963928571426,1461.4560907738094,1450.5987202380952,1465.5702797619049,1463.7412023809522,1450.549982142857,1450.4490357142856,1457.7398035714286,1452.3369345238098,1468.7061071428573,1467.3200059523808,,1452.5246607142858,1450.776075101317,,1450.955851190476,,,1455.1976666666665,,,,,1417.0092678571427,,1378.4096964285714,1468.0822857142857,1456.6537738095237,1458.8932202380952,1466.5013630952383,1462.7956428571429,1455.8825714285713,,,,,1452.6949523809524,,1449.821232142857,1450.0092083333334,1447.0432023809524,1451.4232678571427,1376.3964047619047,1458.469369047619,1455.4021666666665,1455.4104702380953,1455.3211428571428,1501.4157261904763,1455.386494047619,1457.6726666666666,1455.4580773809523,1455.1009107142856,1455.7133273809523,1457.083255952381,,1453.307642857143,1454.5739345238096,,1452.4327500000002,1454.5438095238096,1454.8849583333333,1472.7114642857143,1458.622648809524,,,1465.2039107142857,1465.6356964285712,1469.301511904762,1467.0172619047619,,1465.7034642857143,,,,1466.0077261904762,1465.8839702380951,1453.1146845238095,1449.6234821428573,1470.232380952381,1452.7698928571428,1454.3392738095238,1474.272113095238,1451.4631964285716,1470.5013392857143,1451.3531964285714,1472.5597976190475,1450.1148928571429,1465.602488095238,1452.1239821428571,,1451.5834107142857,,,,1451.790630952381,1450.1882202380953,1450.668851190476,,,,,1461.7476309523809,1460.902041666667,,1465.7417440476192,1465.9563154761904,1466.7551525821596,1466.4880833333332,,,1460.9783405612245,,,,,,,,,,,1472.2363928571428,1455.5966309523812,1455.5486236902632,,1455.6818967569786,1455.592241995074,1489.9601810344827,1455.8802188013137,1455.9257471264366
2005-10-01,1376.125069047619,1453.8302404761905,1454.109869047619,1375.880342857143,1375.9661119047619,1435.5655190151426,1445.5857904761904,1375.8560357142856,,1375.6589404761903,1453.8171595238096,1453.7035904761904,1454.149626190476,1469.7089714285714,1461.4380523809525,1454.1219023809524,1465.1555261904762,1463.851030952381,1454.0971214285714,1453.9781142857141,1458.6891928571429,1454.8348523809523,1468.2184785714285,1467.0650595238096,,1454.6640785714287,1454.2314095238096,,1454.1475619047621,,,1456.292145238095,,,,,1420.3404999999998,,1378.1549428571427,1467.450957142857,1456.523445238095,1460.0568380952382,1466.4769523809525,1463.3017857142856,1458.7156785714285,,,,,1456.4387595238093,,1454.0894999999998,1454.244961904762,1447.0191738095236,1455.3260928571428,1376.1429261904764,1459.587026190476,1457.1979095238094,1457.3864952380952,1457.3719857142855,1501.4413547619047,1457.4684261904763,1458.3552738095236,1457.1483166666667,1457.245485714286,1458.019680952381,1459.5959666666668,,1457.396392857143,1457.7977023809524,,1457.2640285714288,1457.448938095238,1457.381319047619,1472.3766214285713,1462.502530952381,,,1465.9222642857142,1466.1939142857143,1469.196511904762,1466.8300047619048,,1466.3484714285717,,,,1466.0394547619046,1465.992038095238,1462.6412595238096,1462.0492285714286,1470.0509238095235,1457.3252428571427,1458.151873809524,1473.9121380952383,1456.0771642857142,1470.4629928571426,1456.2529285714288,1472.3674904761906,1455.4918285714286,1465.212688095238,1456.3669714285716,,1455.600357142857,,,,1455.0605238095236,1454.8468095238095,1454.452269047619,,,,,1461.9748595238095,1461.1459523809524,,1465.681519047619,1465.701419047619,1466.7654342723006,1466.2428547619047,,,1461.2114149659863,,,,,,,,,,,1472.2941357142856,1456.8769380952378,1456.9001357142856,,1457.0758261904764,1457.1368071428574,1489.624442857143,1455.307769047619,1455.3807761904761
